Product ID,Category,Sub Category,Type,Brand,Product Name,UPC Code,Product Description,Price,Tax,Store,Size,UOM,Image,Spice Level,Aisle No.
6052,Beverages & Juices,Ice Pops,Ice Pops,Jolly Rancher,Jolly Rancher Freezer Pops,,Jolly Rancher Freezer Pops,1.24,0,Market Basket,10 x 1 oz,10 x 1 oz,bcs0484.jpg,,17
6050,Beverages & Juices,Ice Pops,Ice Pops,Wyler's,Wyler's Italian Aces,,Wyler's Italian Aces,3.13,0,Market Basket,16 x 2 oz,16 x 2 oz,bcs0482.jpg,,17
6044,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Kool-Aid,Kool Aid Cherry,,Kool Aid Cherry,3.36,0,Market Basket,19 oz,19 oz,bcs0476.jpg,,17
6045,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Kool-Aid,Kool Aid Grape,,Kool Aid Grape,3.36,0,Market Basket,19 oz,19 oz,bcs0477.jpg,,17
6047,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Kool-Aid,Kool Aid Strawberry,,Kool Aid Strawberry,3.36,0,Market Basket,19 oz,19 oz,bcs0479.jpg,,17
6048,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Kool-Aid,Kool Aid Tropical Punch,,Kool Aid Tropical Punch,3.36,0,Market Basket,19 oz,19 oz,bcs0480.jpg,,17
6049,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Minute Maid,Minute Maid Pink Lemonade Made with Real Lemons,,Minute Maid Pink Lemonade Made with Real Lemons,6.86,0,Market Basket,12 x 12 fl oz,12 x 12 fl oz,bcs0481.jpg,,17
6038,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Reese,Reese Maraschino Syrup - Sweet Essence of Cherry,,Reese Maraschino Syrup - Sweet Essence of Cherry,3.74,0,Market Basket,8 fl oz,8 fl oz,bcs0471.jpg,,17
6039,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Reese,Reese Maraschino Cherry with Stem,,Reese Maraschino Cherry with Stem,4.38,0,Market Basket,10 oz,10 oz,bcs0472.jpg,,17
6041,Beverages & Juices,Juices & Refrigerated Drinks,Juice & Nectars,Rose's,Rose's Sweetened Lime Juice,,Rose's Sweetened Lime Juice,4.99,0,Market Basket,25 fl oz,25 fl oz,bcs0474.jpg,,17
