Catagory,Sub Catagory,Type,Brand,product,Product Description,Price,Tax,Image,Store,Size,UOM,Spice Level,Aisle No.
Dorm Essentials,Cleaning Products,Scrub Sponge,SOS,SOS Sponges,,2.69,1,16767.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,SOS,SOS Sponges,,1.39,1,16768.jpg,,4,count,,15
Dorm Essentials,Cleaning Products,Scrub Sponge,SOS,SOS Sponges,,2.69,1,16790.jpg,,3,count,,15
Dorm Essentials,Cleaning Products,Toilet Bowl Cleaner,Clorox,Clorox Bleach & Blue Automatic Toilet Bowl Cleaner Rain Clean - 2 CT,,6.69,1,4263.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Toilet Bowl Cleaner,Lysol,Lysol Bleach Toilet Bowl Cleaner,,4.29,1,4252.jpg,,2,x 24 fl oz,,15
Dorm Essentials,Cleaning Products,Toilet Bowl Cleaner,Market Basket,Market Basket Toilet Bowl Cleaner,,1.49,1,Market Basket.jpg,,3.4,fl oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Clorox,Clorox Toilet Bowl Cleaner,,5.29,1,4262.jpg,,10,count,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Clorox,Clorox Toilet Bowl Cleaner,,6.69,1,4265.jpg,,2,x 3.5 oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Clorox,Clorox Toilet Bowl Cleaner,,12.19,1,4267.jpg,,1,count,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Lysol,Lysol Click Gel Automatic Toilet Bowl Cleaner Ocean Fresh Scent,,4.09,1,4251.jpg,,4,count,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,SB Fresh,Sb Fresh Brush Fresh Brush Flushable Refills Citrus Action Toilet Cleaner,,4.89,1,16766.jpg,,12,count,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Glade,Pledge with Glade Everyday Cleaner Multi Surface Rainshower,,6.19,1,16830.jpg,,9.7,oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Glade,Scrubbing Bubbles Glade Rainshower Toilet Cleaning Gel,,4.89,1,4294.jpg,,1.34,oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Lysol,Lysol Toilet Bowl Cleaner Clean & Fresh,,4.89,1,4259.jpg,,24,fl oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Lysol,Lysol With Hydrogen Peroxide Toilet Bowl Cleaner,,2.49,1,4254.jpg,,24,fl oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,Varnish Drop Ins,Vanish Drop-Ins Toilet Bowl Cleaner,,1.49,1,16762.jpg,,1.7,oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,X-14,X-14 Automatic Toilet Bowl Cleaner,,1.69,1,16818.jpg,,1.6,oz,,15
Dorm Essentials,Cleaning Products,Toilet Cleaner,X-14,X-14 Toilet Bowl Cleaner,,1.69,1,16785.jpg,,1.7,oz,,15
Dorm Essentials,Cleaning Products,Window and Glass Cleaner,Market Basket,Market Basket Window And Glass Cleaner,,2.49,1,Market Basket.jpg,,32,fl oz,,15
Dorm Essentials,Cleaning Products,Window and Glass Cleaner,Windex,Windex Original Window Cleaner Value Refill,,6.09,1,16803.jpg,,67.6,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Ajax,Ajax Bleach Alternative Grapefruit Dish Liquid,,2.49,1,4374.jpg,,30,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Ajax,Ajax Super Degreaser Dish Liquid Lemon,,1.29,1,4372.jpg,,16,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Ajax,Ajax Super Degreaser Dish Liquid Lemon,,1.29,1,4373.jpg,,12.6,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Ajax,Ajax Super Degreaser Lemon Dish Liquid,,2.49,1,4371.jpg,,30,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Cascade,Cascade Dawn 10X Power Dishwashing Detergent,,4.89,1,4329.jpg,,20,count,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Dawn,"Dawn Dishwashing Liquid Dish Soap, Refreshing Rain",,3.69,1,18059.jpg,,18,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Dawn,Dawn Ultra Dishwashing Liquid Apple Blossom Scent,,3.69,1,4365.jpg,,21.6,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Dawn,"Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent",,3.69,1,18057.jpg,,19.4,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Dawn,Dawn Ultra Dishwashing Liquid Original Scent,,5.49,1,4362.jpg,,38,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Dawn,"Dawn Ultra Dishwashing Liquid, Original",,1.29,1,16840.jpg,,8,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Finish,Finish Powerball Max in 1 Dish Detergent,,13.49,1,4348.jpg,,63,x 39.9 oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Market Basket,Market Basket Green Apple Liquid Detergent,,2.49,1,Market Basket.jpg,,20,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive Antibacterial Dish Liquid,,2.69,1,4357.jpg,,20,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive OXY Dish Liquid Power Degreaser,,3.49,1,18063.jpg,,25,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive Ultra AntiBacterial Concentrated Dish Liquid,,3.69,1,4356.jpg,,30,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive ULTRA Dish Liquid Original,,3.69,1,4360.jpg,,25,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive Ultra Soft Touch with Aloe Concentrated Dish Liquid,,3.69,1,16837.jpg,,25,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive Ultra Soft Touch with Vitamin E Concentrated Dish Liquid,,3.69,1,4355.jpg,,25,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive Ultra Ultra Strength Dish Liquid,,2.69,1,4354.jpg,,32.5,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Palmolive,Palmolive Ultra Ultra Strength Dish Liquid,,1.59,1,4353.jpg,,20,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Planet,"Planet Dishwashing Liquid, Free & Clear, Ultra",,3.69,1,16843.jpg,,25,oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Seventh Generation,Seventh Generation Dish Liquid Soap Clementine Zest & Lemongrass,,3.69,1,18061.jpg,,25,oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Seventh Generation,Seventh Generation Dish Liquid Soap Free & Clear,,3.69,1,18060.jpg,,25,oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid,Seventh Generation,Seventh Generation Dish Liquid Soap Lavender Floral & Mint,,3.69,1,18065.jpg,,25,oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid & Hand Soap,Ajax,"Ajax Triple Action Dish Liquid & Hand Soap, Orange Scent",,1.29,1,4369.jpg,,14,fl oz,,15
Dorm Essentials,Dish Detergents,Dish Liquid & Hand Soap,Ajax,Ajax Ultra Triple Action Dish Liquid Hand Soap Orange,,2.49,1,4375.jpg,,28,fl oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,Cascade Complete Dawn 12X Dishwasher Detergent Lemon Scent,,9.19,1,4335.jpg,,23,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,"Cascade Complete Gel Dishwasher Detergent, Fresh, 75 oz",,9.19,1,4339.jpg,,75,fl oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,Cascade Complete Lemon ActionPacs Dishwasher Detergent,,9.19,1,4336.jpg,,15.8,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,Cascade Complete Lemon Scent Dishwasher Detergent,,6.09,1,4325.jpg,,9.5,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,"Cascade Gel + Oxi, Dishwasher Detergent",,6.09,1,18058.jpg,,75,fl oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish All in 1 Gelpacs Orange Scent Dishwasher Detergent,,7.39,1,4351.jpg,,32,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish All in 1 Powerball Orange Grease Cutting Automatic Dishwasher Detergent,,4.89,1,16852.jpg,,20,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish Gelpacs All in 1 Fast Action Deep Clean Orange Scent Automatic Dishwasher Detergent,,12.19,1,4346.jpg,,34.8,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish Gelpacs All in 1 Orange Scent Automatic Dishwasher Detergent,,4.89,1,4349.jpg,,14.3,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish Powerball Automatic Dishwasher Detergent,,4.89,1,4350.jpg,,17,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish Powerball Max in 1 Super Charged Ultra Degreaser with Lemon Scent Tablets Automatic Dishwasher Detergent,,7.39,1,4342.jpg,,17,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish Powerball Quantum Max Super Charged,,12.79,1,4343.jpg,,45,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish Quantum Powerball Quantum Max Shine & Protect Lemon Sparkle Automatic Dishwasher Detergent,,7.39,1,16849.jpg,,14.6,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish Quantum Powerball Super Charged Quantum Max Ultimate Clean & Shine Ultra Degreaser with Lemon Scent Automatic Dishwasher Detergent,,12.19,1,16839.jpg,,26.3,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,"Cascade Complete ActionPacs Dishwasher Detergent, Fresh Scent",,4.89,1,4331.jpg,,14,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,Cascade Complete Fresh Scent Dishwasher Detergent,,6.09,1,4332.jpg,,15,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Cascade,Cascade Platinum ActionPacs Fresh Scent Dishwasher Detergent,,6.09,1,4326.jpg,,23,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Finish,Finish All in 1 Powerball Fresh Scent Automatic Dishwasher Detergent,,7.39,1,4344.jpg,,32,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Market Basket,Market Basket Lemon Scent Dishwasher Gel,,4.69,1,Market Basket.jpg,,75,fl oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Market Basket,Market Basket Orange Scent Dishwasher Gel,,4.69,1,Market Basket.jpg,,75,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Oxi Clean,Oxi Clean Lemon Clean Dishwasher Detergent,,4.89,1,4383.jpg,,12.7,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Palmolive,Palmolive Eco + Phosphate Free Gel Dishwasher Detergent Lemon Splash,,5.19,1,4358.jpg,,75,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Planet,"Planet Dishwasher Detergent, Free & Clear, Automatic",,6.09,1,16850.jpg,,75,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Seventh Generation,Seventh Generation Dishwasher Detergent Packs Fragrance Free,,7.39,1,18064.jpg,,20,count,,15
Dorm Essentials,Dish Detergents,Dishwasher Detergent,Seventh Generation,Seventh Generation Dishwasher Detergent Powder Fragrance Free,,4.59,1,18062.jpg,,45,oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Rinse and Dry Agent,Finish,Finish Jet-Dry Rinse Aid,,3.69,1,4345.jpg,,8.45,fl oz,,15
Dorm Essentials,Dish Detergents,Dishwasher Rinse and Dry Agent,Finish,Finish Jet-Dry Rinse Aid,,8.59,1,4352.jpg,,16,fl oz,,15
Dorm Essentials,Food Storage & Kitchen Supplies,Aluminium Foil,Reynolds,Reynolds Wrap Aluminum Foil,,4.59,1,2409.jpg,,75,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Aluminium Foil,Reynolds,Reynolds Wrap Aluminum Foil Aluminum Foil,,9.79,1,16859.jpg,,200,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Aluminium Foil,Reynolds,Reynolds Wrap Aluminum Foil Heavy Duty,,4.59,1,2408.jpg,,50,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Aluminium Foil,Reynolds,Reynolds Wrap Heavy Duty Non-Stick Aluminum Foil,,4.59,1,4421.jpg,,35,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Baking Pan,Reynolds,Reynolds Bakeware 13.25 in x 9.63 in x 2.75 in Non-Stick with Lid Baking Pan,,6.99,1,4481.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Cake Pans,Hefty,"Hefty Ez Foil 12 3/4 x 9 x 1 27/32"" EZ Elegance Cake Pans with Covers",,3.09,1,4471.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Cake Pans,Hefty,Hefty Ez Foil 8 in. x 8 in. x 1.62 in. Cake Pans,,2.49,1,4462.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Cake Pans,Hefty,Hefty Ez Foil 8 in. x 8 in. x 1.62 in. with Lids Cake Pans,,4.89,1,4468.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Cake Pans,Hefty,"Hefty Ez Foil 8.5"" Dia. X 1.5"" Cake Pans",,1.89,1,4470.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Cake Pans,Reynolds,"Reynolds Bakeware 12 3/4 x 9 x 1 27/32"" EZ Occasions with Covers Cake Pans",,4.89,1,4482.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Cake Pans,Reynolds,"Reynolds Bakeware 8 x 8 x 1 5/8"" EZ Occasions with Covers Cake Pans",,1.29,1,4478.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Casserole Pans,Hefty,Hefty Ez Foil 11 3/4 in x 9 1/4 in x 1 1/2 in Casserole Pans,,3.09,1,4460.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Casserole Pans,Hefty,Hefty Ez Foil 11 3/4 in x 9 1/4 in x 1 1/2 in Casserole Pans,,4.89,1,4472.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Corkscrew,OXO,OXO Corkscrew,,9.79,1,16865.jpg,,1,count ,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Lasagna Pans,Hefty,Hefty Ez Foil 13 1/4 in x 9 5/8 in x 2 3/4 in Lasagna Pan,,3.09,1,4461.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Meat Loaf Pans,Hefty,Hefty EZ Foil Meat Loaf Pans 9 in. x 5 in. - 2 CT,,3.09,1,4411.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Muffin Pans,Hefty,Hefty Ez Foil 12.25 in. X 8.25 in. X 1.25 in. Muffin Pans,,1.89,1,4464.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Multi Purpose Pans,Hefty,EZ Foil By Hefty Pans Multi-Purpose - 2 CT,,7.39,1,16864.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Multi Purpose Pans,Hefty,Hefty Ez Foil 13 1/4 in x 9 5/8 in x 2 3/4 in All Purpose Pan,,4.89,1,4465.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Multi Purpose Pans,Hefty,Hefty Ez Foil 13 1/4 In. X 9 5/8 In. X 2 3/4 In. All-Purpose Pan,,3.09,1,4463.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Multi Purpose Pans,Reynolds,Reynolds Bakeware 16.13 in. x 11.75 in. x 2.88 in. Heavy Duty with Lid Multi Purpose Pan,,7.39,1,4479.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Parchment Paper,Reynolds,Reynolds Cookie Baking Sheets Pre Cut Parchment Paper,,4.89,1,16869.jpg,,22,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Pasta Pan,Reynolds,"Reynolds Bakeware 19 1/2 x 11 1/2 x 3 1/2"" Heavy Duty Giant Size Pasta Pan",,4.89,1,4480.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Pie Pans,Hefty,"Hefty Ez Foil 9.69"" Dia. X 1.33"" Pie Pans",,2.49,1,4469.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Pie Pans,Hefty,Hefty Ez Foil Pie Pans,,1.89,1,16856.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Glad,Glad Plastic Food Wrap,,4.89,1,16965.jpg,,400,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Glad,Glad Cling Wrap,,2.99,1,No Image.jpg,,200,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Glad,Glad Plastic Food Wrap,,2.49,1,4414.jpg,,200,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Glad,Glad Plastic Food Wrap,,1.89,1,4416.jpg,,100,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Glad,Glad Plastic Food Wrap,,6.09,1,4417.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Market Basket,Market Basket Clear Plastic Wrap,,1.89,1,Market Basket.jpg,,200,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Reynolds,Reynolds Kitchens Plastic Coated Freezer Paper,,2.49,1,4418.jpg,,50,sq ft,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Plastic/Cling Wrap,Saran,Saran Cling Plus Wrap Clear,,2.49,1,4422.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Roaster Pans,Hefty,"Hefty Ez Foil 16 1/8 X 11 3/4 X 2 7/8"" Roaster Pan",,3.09,1,4467.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Roaster Pans,Hefty,"Hefty Ez Foil 16 7/8 x 12 11/16 x 3 1/16"" Crown Oval Roaster Pan with Handles",,3.69,1,4459.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Roaster Pans,Hefty,Hefty Ez Foil 16.125 in. X 11.75 in. X 2.875 in. Crown Classic Roaster Pan with Handles,,2.49,1,4466.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc One Press Seal Extra Small Square,,3.09,1,4406.jpg,,8,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Hefty,Hefty Jumbo Slider Storage Bags,,3.69,1,4413.jpg,,12,x 1 gal,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Hefty,Hefty Slider Bags Gallon Size Freezer Bags,,2.49,1,16855.jpg,,13,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Hefty,Hefty Storage Slider Bags,,3.69,1,4410.jpg,,30,x 1 gal,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Fold And Close Sandwich Bags,,1.29,1,Market Basket.jpg,,150,bag(s),,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Fold And Close Sandwich Bags,,2.49,1,Market Basket.jpg,,300,bag(s),,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Food Storage Twist Tie Bags,,2.19,1,Market Basket.jpg,,75,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Freezer Resealable Bags,,3.09,1,Market Basket.jpg,,30,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Freezer Resealable Bags,,3.09,1,Market Basket.jpg,,40,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Freezer Resealable Bags,,1.89,1,Market Basket.jpg,,15,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Resealable Sandwich Bags,,1.69,1,Market Basket.jpg,,50,bag(s),,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Resealable Sandwich Bags,,2.49,1,Market Basket.jpg,,100,bag(s),,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Resealable Sandwich Bags,,4.89,1,Market Basket.jpg,,200,bag(s),,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Slider Freezer Bags,,3.69,1,Market Basket.jpg,,25,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Slider Storage Bags,,3.69,1,Market Basket.jpg,,30,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Slider Storage Bags,,2.49,1,Market Basket.jpg,,18,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Super Size Sandwich Bags,,1.69,1,Market Basket.jpg,,30,bag(s),,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Market Basket,Market Basket Tall Drawstring Kitchen Bags,,6.69,1,Market Basket.jpg,,45,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Reynolds,Reynolds Kitchens Large Size Oven Bags,,3.09,1,4419.jpg,,5,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Reynolds,Reynolds Kitchens Turkey Size Oven Bags,,2.49,1,4420.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Store Brand,Snack Bags,,2.49,1,Market Basket.jpg,,100,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Easy Open Tabs Freezer Bags,,4.89,1,4396.jpg,,28,x 1 gal,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Freezer Bags Quart,,4.89,1,4399.jpg,,38,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Freezer Bags Quart,,4.89,1,4405.jpg,,19,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Sandwich Bags,,3.69,1,4388.jpg,,90,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Slider Freezer Bags Quart,,1.89,1,4390.jpg,,15,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Slider Stand & Fill Freezer Bags,,1.89,1,4397.jpg,,10,x 1 gal,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Slider Stand & Fill Storage Bags,,1.89,1,4394.jpg,,15,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Slider Storage Bags Quart,,1.89,1,4389.jpg,,20,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Storage Bags,,4.89,1,4386.jpg,,38,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Storage Bags Quart,,4.89,1,4392.jpg,,48,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Bags,Ziploc,Ziploc Zip'n'Steam Medium Cooking Bags,,3.49,1,4407.jpg,,10,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,Ziploc Color Edition Extra Small Square Containers & Lids - 8 CT,,3.49,1,4398.jpg,,4,oz,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Market Basket,Market Basket Entree Storage Containers,,2.49,1,Market Basket.jpg,,5,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Market Basket,Market Basket Family Size Storage Containers,,3.69,1,Market Basket.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Market Basket,Market Basket Large Entree Storage Containers,,2.49,1,Market Basket.jpg,,4,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Market Basket,Market Basket Medium Square Containers,,2.49,1,Market Basket.jpg,,4,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Market Basket,Market Basket Soup And Salad Storage Containers,,2.49,1,Market Basket.jpg,,5,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Market Basket,Market Basket Twist And Store Storage Containers,,2.49,1,Market Basket.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Market Basket,Market Basket Twist And Store Storage Containers,,2.49,1,Market Basket.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Sterilite,"Sterilite Container, Blue Sky",,3.69,1,4485.jpg,,1,count ,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Sterilite,"Sterilite Pitcher, Blue Sky",,2.49,1,4486.jpg,,1,count ,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Store Brand,Large Rectangle Container,,3.49,1,Market Basket.jpg,,1,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,"Ziploc Containers & Lids, Square, Medium, 1.25 Quart",,3.49,1,4395.jpg,,3,count ,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,Ziploc Holiday Large Square Green Containers,,4.89,1,4403.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,Ziploc Holiday Medium Square Blue Containers,,4.89,1,4409.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,Ziploc Large Rectangle Containers with Lids (76 oz),,4.99,1,4402.jpg,,2,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,Ziploc Medium Square Containers & Lids,,3.09,1,4387.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,Ziploc S Square 4 Pk,,3.49,1,No Image.jpg,,4,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Storage Containers,Ziploc,Ziploc Small Square Containers & Lids,,3.49,1,4400.jpg,,4,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Utensils & Kitchen Supplies,Bamb,"Bamb 12"" Skewers",,1.29,1,4489.jpg,,50,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Utensils & Kitchen Supplies,Brita,Brita Replacement Water Filters,,21.99,1,4488.jpg,,3,count,,12
Dorm Essentials,Food Storage & Kitchen Supplies,Utensils & Kitchen Supplies,Good Cook,Good Cook Cheesecloth,,3.69,1,4476.jpg,,1,ct,,12
